,C1,C2,C3,C4,FC1,CZ,FC2,PZ
4,-6075.7158203125,84128.4375,24103.8828125,78753.859375,15489.150390625,128663.7421875,30011.37109375,78747.9453125
5,-6003.47509765625,84152.8984375,24153.1875,78672.46875,15523.8173828125,128487.265625,30009.892578125,78596.40625
6,-6144.76220703125,84087.09375,24019.625,78990.421875,15442.849609375,128470.390625,29930.404296875,78723.9140625
7,-6443.453125,83958.203125,23756.220703125,79607.734375,15272.5234375,128633.3671875,29805.806640625,79103.625
0,-6753.8740234375,83821.734375,23488.857421875,80203.2109375,15084.8876953125,128888.8125,29687.169921875,79539.2109375
1,-6983.9482421875,83720.7421875,23294.40234375,80589.4921875,14934.2548828125,129142.4921875,29610.828125,79883.5390625
2,-7053.23291015625,83690.078125,23243.716796875,80646.046875,14867.2587890625,129305.328125,29600.576171875,80017.765625
3,-6931.830078125,83741.625,23358.15625,80340.7734375,14906.455078125,129311.90625,29659.46484375,79886.875
0,-6663.7998046875,83853.6796875,23595.669921875,79758.2265625,15028.955078125,129156.4140625,29763.748046875,79526.671875
1,-6347.1318359375,83991.6328125,23868.46875,79142.9609375,15188.1708984375,128906.40625,29877.140625,79092.84375
2,-6085.4912109375,84109.3671875,24086.955078125,78728.4921875,15326.8828125,128651.96875,29963.2109375,78735.3125
0,-6013.6318359375,84139.3125,24139.453125,78660.9296875,15365.0302734375,128479.6875,29965.927734375,78587.6875
1,-6149.05419921875,84081.703125,24011.04296875,78986.4609375,15290.4521484375,128470.578125,29892.591796875,78725.8671875
2,-6454.56298828125,83945.0,23740.19921875,79595.3359375,15114.1181640625,128627.359375,29761.173828125,79096.515625
0,-6768.94189453125,83802.328125,23467.685546875,80200.5859375,14920.5703125,128879.8515625,29639.15234375,79530.7734375
1,-7007.884765625,83693.1796875,23265.412109375,80586.6328125,14762.451171875,129125.65625,29553.798828125,79871.234375
2,-7067.966796875,83670.4375,23224.9765625,80639.3203125,14704.4189453125,129294.125,29553.55859375,80011.6640625
0,-6936.02587890625,83731.328125,23349.859375,80326.8515625,14751.4833984375,129308.1875,29621.509765625,79882.296875
1,-6669.3310546875,83841.0,23583.890625,79749.9296875,14873.2197265625,129149.1640625,29723.837890625,79520.421875
0,-6351.423828125,83981.046875,23857.9296875,79160.9375,15034.8681640625,128905.9296875,29839.423828125,79093.75
1,-6102.60986328125,84085.7109375,24067.595703125,78738.890625,15162.5166015625,128646.1953125,29915.001953125,78729.734375
2,-6038.23681640625,84110.3203125,24111.845703125,78671.3671875,15193.416015625,128476.15625,29912.236328125,78583.25
3,-6176.7099609375,84052.671875,23982.48046875,79005.4375,15118.5048828125,128473.4375,29841.091796875,78721.8203125
0,-6490.89794921875,83907.328125,23702.384765625,79596.671875,14933.73046875,128621.3046875,29701.6640625,79080.640625
1,-6796.69384765625,83773.1953125,23437.40625,80191.4296875,14748.14453125,128875.703125,29587.939453125,79515.65625
0,-7018.99609375,83680.2578125,23251.6796875,80588.015625,14606.66796875,129134.578125,29518.41796875,79869.609375
1,-7081.1279296875,83654.4609375,23208.66796875,80642.6171875,14546.5390625,129298.4609375,29512.646484375,80006.65625
2,-6961.77490234375,83701.3359375,23320.8203125,80318.265625,14580.9189453125,129298.5078125,29568.484375,79868.8515625
0,-6685.2568359375,83818.5859375,23564.29296875,79736.859375,14707.8525390625,129143.4921875,29677.48828125,79509.03125
1,-6361.2939453125,83966.125,23845.580078125,79147.25,14876.9873046875,128905.171875,29800.751953125,79090.125
2,-6110.14404296875,84074.890625,24055.29296875,78721.671875,15007.92578125,128645.1484375,29878.33203125,78726.4921875
0,-6040.09716796875,84106.265625,24104.40625,78668.5078125,15046.0732421875,128480.1640625,29882.720703125,78585.6328125
1,-6176.90087890625,84051.328125,23976.56640625,79004.5859375,14973.3564453125,128477.96875,29812.958984375,78728.3984375
0,-6482.55419921875,83916.671875,23705.4375,79627.0,14797.4033203125,128643.1953125,29685.453125,79108.0546875
1,-6793.546875,83777.1953125,23437.072265625,80220.234375,14607.8115234375,128898.734375,29566.2421875,79541.0234375
2,-7024.7177734375,83675.203125,23242.953125,80584.109375,14455.3671875,129142.7265625,29486.421875,79878.578125
0,-7082.701171875,83651.6484375,23204.138671875,80631.359375,14396.9072265625,129304.09375,29483.607421875,80011.8984375
1,-6955.14697265625,83705.1015625,23322.6796875,80298.625,14439.5361328125,129304.5703125,29543.927734375,79870.8046875
2,-6676.72216796875,83825.0234375,23567.345703125,79720.5546875,14568.9501953125,129145.5859375,29655.36328125,79511.6953125
0,-6364.68017578125,83958.2578125,23836.806640625,79125.84375,14725.4482421875,128894.6796875,29765.1328125,79083.640625
1,-6122.255859375,84060.15625,24038.126953125,78710.9453125,14849.7587890625,128634.8984375,29836.5625,78725.25
2,-6057.69189453125,84089.2890625,24083.6171875,78662.1171875,14883.5673828125,128470.8671875,29837.23046875,78589.3515625
0,-6202.412109375,84027.8203125,23948.623046875,79002.578125,14805.5087890625,128469.578125,29763.892578125,78735.5
1,-6512.06982421875,83888.4921875,23671.8671875,79622.1796875,14624.9306640625,128632.9921875,29631.904296875,79112.5390625
0,-6822.72900390625,83750.640625,23405.458984375,80205.9296875,14436.19921875,128885.234375,29514.5546875,79539.0234375
1,-7050.80078125,83650.7890625,23214.15234375,80576.234375,14285.947265625,129134.4296875,29437.115234375,79874.4765625
2,-7111.4541015625,83623.1796875,23171.521484375,80600.2265625,14225.150390625,129286.4921875,29428.771484375,79990.828125
0,-6968.78515625,83689.3671875,23306.181640625,80274.546875,14279.1279296875,129294.21875,29502.251953125,79855.2109375
1,-6686.64013671875,83812.1953125,23554.994140625,79702.578125,14412.30859375,129139.9609375,29615.8828125,79499.78125
2,-6375.0751953125,83947.3828125,23822.833984375,79107.7265625,14570.28515625,128887.953125,29727.033203125,79067.3359375
3,-6128.26416015625,84054.625,24029.685546875,78694.875,14699.7939453125,128631.9375,29803.66015625,78707.1796875
4,-6063.5087890625,84082.515625,24073.603515625,78639.609375,14733.935546875,128468.1015625,29802.611328125,78570.6640625
5,-6223.630859375,84006.984375,23922.349609375,78978.3125,14640.2373046875,128460.7109375,29714.5390625,78715.140625
6,-6545.2578125,83860.6953125,23637.392578125,79595.1953125,14452.125,128622.6875,29573.681640625,79093.796875
7,-6848.19287109375,83729.421875,23378.373046875,80193.1015625,14271.404296875,128884.90625,29462.0078125,79527.765625
8,-7071.4951171875,83631.4296875,23194.076171875,80567.9375,14126.20703125,129136.8125,29388.765625,79865.796875
9,-7122.421875,83611.2109375,23161.509765625,80600.890625,14071.990234375,129297.078125,29387.810546875,79989.15625
10,-6980.18115234375,83674.6328125,23293.974609375,80272.015625,14123.25,129300.1796875,29458.001953125,79846.53125
0,-6699.7529296875,83794.7421875,23541.64453125,79694.234375,14253.5703125,129139.578125,29567.0546875,79482.9453125
1,-6391.85888671875,83926.0234375,23807.671875,79101.234375,14406.73046875,128883.8515625,29672.86328125,79048.59375
2,-6152.2958984375,84027.3984375,24007.560546875,78672.5625,14530.1826171875,128619.2578125,29743.341796875,78681.0
0,-6080.0078125,84066.734375,24062.064453125,78638.8046875,14576.6748046875,128469.2890625,29756.21484375,78561.4609375
1,-6233.64501953125,83999.453125,23919.728515625,78984.890625,14491.7978515625,128469.0546875,29674.771484375,78712.46875
0,-6551.26611328125,83855.546875,23638.48828125,79575.0234375,14304.3046875,128622.9296875,29535.53515625,79083.40625
1,-6860.63818359375,83715.3046875,23370.267578125,80160.578125,14114.572265625,128872.5078125,29415.75390625,79509.125
2,-7083.84521484375,83617.5546875,23185.828125,80541.046875,13970.8046875,129123.4140625,29343.798828125,79848.390625
3,-7133.3408203125,83597.8125,23155.16796875,80564.6015625,13918.591796875,129279.4375,29343.751953125,79969.3203125
0,-6991.3388671875,83660.7578125,23289.396484375,80227.3359375,13970.5185546875,129276.71875,29412.98828125,79822.9765625
1,-6704.52099609375,83786.0234375,23542.931640625,79639.4453125,14105.94140625,129117.3125,29525.951171875,79460.8203125
0,-6389.90380859375,83924.734375,23815.109375,79049.453125,14268.208984375,128866.4453125,29639.771484375,79034.2890625
1,-6155.01416015625,84022.4375,24009.134765625,78637.65625,14387.943359375,128603.4765625,29705.09765625,78676.9921875
2,-6108.3798828125,84039.3125,24038.22265625,78603.1328125,14408.828125,128441.921875,29693.796875,78554.734375
0,-6257.009765625,83979.1875,23900.892578125,78971.4453125,14329.9111328125,128457.3671875,29619.744140625,78725.015625
1,-6564.18798828125,83844.90625,23630.763671875,79594.2890625,14155.1025390625,128631.2734375,29493.3359375,79112.5390625
0,-6873.0361328125,83706.625,23367.59765625,80183.46875,13966.37109375,128889.671875,29375.4609375,79545.171875
1,-7101.6318359375,83603.8203125,23178.9609375,80546.625,13814.640625,129134.71875,29296.6875,79875.3359375
2,-7157.85107421875,83574.828125,23139.861328125,80547.8671875,13752.60546875,129274.046875,29287.388671875,79973.8515625
3,-7018.99609375,83634.0546875,23269.98828125,80202.203125,13799.2392578125,129267.515625,29352.4296875,79819.3984375
0,-6724.5009765625,83766.8046875,23530.9140625,79626.5703125,13944.0546875,129116.7890625,29474.548828125,79463.015625
1,-6415.0810546875,83901.078125,23798.27734375,79033.71875,14100.6484375,128859.6796875,29583.361328125,79027.328125
0,-6177.3779296875,84002.6953125,23997.21484375,78629.6953125,14224.8642578125,128598.796875,29652.359375,78670.2734375
1,-6131.02880859375,84020.671875,24026.634765625,78598.6484375,14247.4658203125,128440.4453125,29642.490234375,78550.0625
2,-6293.39208984375,83949.625,23876.859375,78983.265625,14156.7236328125,128456.3671875,29559.662109375,78723.7265625
0,-6605.10107421875,83811.765625,23602.392578125,79599.53125,13977.1953125,128629.5546875,29429.8203125,79108.8671875
1,-6903.60107421875,83683.0703125,23347.5703125,80174.3125,13798.6669921875,128888.5703125,29321.673828125,79540.8828125
2,-7121.27685546875,83588.1328125,23168.08984375,80541.5234375,13656.2841796875,129136.1484375,29251.482421875,79873.6171875
0,-7168.24609375,83566.484375,23138.66796875,80542.765625,13603.1640625,129279.34375,29251.865234375,79974.8515625
1,-7019.56787109375,83635.9140625,23278.23828125,80197.9140625,13660.3837890625,129273.4296875,29326.34765625,79821.5
2,-6733.7041015625,83757.9375,23530.962890625,79603.5859375,13794.2333984375,129102.578125,29436.78125,79447.421875
0,-6420.47021484375,83894.40625,23800.423828125,79003.9140625,13955.0224609375,128846.0390625,29546.978515625,79013.0234375
1,-6178.4267578125,84001.6953125,24002.029296875,78608.5234375,14083.3388671875,128590.0703125,29621.84375,78664.453125
0,-6140.0419921875,84015.046875,24023.96484375,78606.8515625,14100.0283203125,128435.625,29608.634765625,78554.3515625
0,-6298.06494140625,83947.953125,23877.671875,78990.0390625,14013.625,128455.078125,29530.2890625,78729.6875
1,-6611.01416015625,83810.578125,23602.630859375,79601.203125,13834.9072265625,128628.9375,29400.638671875,79117.2109375
2,-6912.18408203125,83679.3984375,23345.662109375,80171.640625,13652.66015625,128884.6171875,29289.7734375,79542.546875
3,-7126.76123046875,83587.9921875,23170.283203125,80537.6171875,13514.04296875,129135.0078125,29223.873046875,79873.90625
0,-7174.826171875,83563.4296875,23140.95703125,80545.765625,13457.251953125,129279.7265625,29220.060546875,79976.140625
1,-7029.48583984375,83626.7578125,23276.330078125,80185.234375,13509.46484375,129266.2265625,29288.580078125,79810.6796875
2,-6746.14892578125,83746.3984375,23525.955078125,79593.4765625,13641.025390625,129096.5703125,29396.6796875,79436.7890625
3,-6433.6298828125,83883.578125,23796.083984375,79027.0859375,13800.4306640625,128850.28125,29509.1171875,79017.359375
4,-6202.98388671875,83981.09375,23988.201171875,78627.7890625,13919.7841796875,128591.7890625,29575.732421875,78667.890625
5,-6163.7880859375,83995.59375,24011.51953125,78597.078125,13939.90625,128432.90625,29563.14453125,78550.5390625
6,-6323.6240234375,83930.3125,23863.890625,78986.4609375,13854.076171875,128454.4140625,29485.419921875,78735.5
7,-6634.0927734375,83796.3203125,23590.376953125,79613.171875,13676.5966796875,128635.0859375,29357.9609375,79129.8515625
8,-6939.458984375,83660.609375,23328.353515625,80176.265625,13491.05859375,128886.234375,29244.37890625,79543.6015625
9,-7159.3759765625,83561.2890625,23146.869140625,80532.5625,13343.9072265625,129128.421875,29171.755859375,79866.2265625
0,-7197.42822265625,83545.125,23126.365234375,80544.1953125,13296.17578125,129275.8125,29176.90625,79971.796875
1,-7045.22216796875,83614.3125,23268.177734375,80195.671875,13354.68359375,129266.375,29253.34375,79809.71875
2,-6756.02001953125,83740.671875,23523.142578125,79591.7109375,13493.4912109375,129096.6640625,29367.1640625,79430.6875
0,-6446.64794921875,83875.09375,23789.216796875,79004.6796875,13651.5146484375,128842.5625,29474.880859375,79004.6796875
1,-6220.29296875,83970.6953125,23977.94921875,78622.4453125,13766.4326171875,128587.1640625,29537.6328125,78663.453125
2,-6184.578125,83983.8125,23996.40234375,78599.2734375,13783.408203125,128427.9453125,29523.08984375,78543.71875
0,-6354.42822265625,83908.5234375,23840.048828125,78982.03125,13687.8984375,128444.015625,29437.92578125,78719.8125
1,-6671.76318359375,83769.7109375,23561.2890625,79614.7890625,13504.029296875,128621.3984375,29306.224609375,79114.4921875
2,-6970.740234375,83640.015625,23306.037109375,80180.609375,13323.4990234375,128877.9375,29196.7890625,79536.3515625
0,-7179.546875,83552.609375,23136.33203125,80527.078125,13189.2216796875,129126.515625,29135.8984375,79861.6953125
1,-7217.5029296875,83536.6328125,23114.68359375,80523.2109375,13140.345703125,129267.1328125,29139.42578125,79958.015625
2,-7073.35498046875,83597.0,23249.484375,80165.96875,13191.6533203125,129250.109375,29205.564453125,79789.265625
0,-6779.86181640625,83726.9375,23508.693359375,79578.0234375,13332.7021484375,129084.5546875,29322.865234375,79419.09375
1,-6476.68896484375,83855.0625,23768.09375,78971.15625,13483.525390625,128817.671875,29422.619140625,78979.1171875
0,-6240.98779296875,83960.3515625,23964.025390625,78593.59375,13609.744140625,128571.671875,29496.33984375,78646.2421875
1,-6192.68408203125,83987.0078125,23994.92578125,78602.609375,13639.546875,128433.484375,29496.291015625,78553.3046875
2,-6369.9248046875,83907.515625,23831.322265625,78987.1328125,13539.125,128448.453125,29405.40625,78729.3515625
0,-6687.64111328125,83768.7578125,23553.0390625,79615.6484375,13356.638671875,128629.6953125,29274.513671875,79125.5546875
1,-6982.18408203125,83643.5859375,23302.462890625,80183.703125,13180.400390625,128887.90625,29170.087890625,79549.890625
2,-7202.005859375,83544.453125,23121.59765625,80543.4765625,13032.7236328125,129129.7109375,29097.751953125,79872.6640625
0,-7239.67578125,83526.90625,23100.951171875,80552.96875,12982.5595703125,129275.1953125,29101.421875,79970.4609375
1,-7083.1298828125,83598.1953125,23247.435546875,80182.2734375,13045.455078125,129263.75,29178.431640625,79802.90625
2,-6793.35595703125,83723.6953125,23503.115234375,79569.828125,13182.1640625,129088.75,29291.251953125,79420.1484375
0,-6489.419921875,83853.6328125,23761.94140625,78955.328125,13333.845703125,128820.1484375,29392.150390625,78975.2578125
1,-6260.68115234375,83952.671875,23950.29296875,78576.71875,13453.5322265625,128566.8046875,29458.572265625,78639.1328125
0,-6220.77001953125,83972.9375,23974.611328125,78589.3984375,13477.279296875,128426.7109375,29452.470703125,78546.6796875
1,-6397.6767578125,83895.8359375,23813.392578125,78977.6875,13378.62109375,128445.0703125,29364.3984375,78726.7265625
2,-6707.43017578125,83765.9453125,23543.07421875,79620.2734375,13205.099609375,128639.6640625,29244.6171875,79136.1875
3,-7005.8349609375,83636.71875,23289.25390625,80186.09375,13023.806640625,128896.203125,29137.185546875,79555.5703125
0,-7221.27001953125,83541.3046875,23111.392578125,80523.40625,12880.46875,129132.4765625,29065.8984375,79867.3203125
1,-7245.5888671875,83535.25,23101.5234375,80503.6171875,12843.9443359375,129272.6171875,29078.009765625,79959.0703125
2,-7085.51416015625,83608.2578125,23250.296875,80132.3984375,12906.6484375,129254.1171875,29156.259765625,79786.0234375
0,-6794.64404296875,83732.8515625,23505.927734375,79531.34375,13043.5947265625,129076.546875,29269.888671875,79402.5546875
1,-6489.1337890625,83864.3203125,23767.806640625,78942.6875,13198.568359375,128813.46875,29373.314453125,78969.4375
0,-6261.30078125,83964.3125,23957.111328125,78574.859375,13318.826171875,128564.9453125,29441.169921875,78639.2265625
1,-6231.02197265625,83979.09375,23972.560546875,78603.375,13336.326171875,128427.09375,29430.296875,78553.2578125
2,-6418.0380859375,83894.0703125,23801.51953125,79000.53125,13229.1328125,128448.40625,29334.833984375,78737.6484375
3,-6741.0,83751.1171875,23518.134765625,79615.5078125,13041.8310546875,128629.2734375,29202.03515625,79130.8515625
4,-7025.05078125,83634.578125,23277.5703125,80180.4609375,12874.4609375,128896.7734375,29107.478515625,79556.859375
5,-7227.0400390625,83551.3203125,23112.82421875,80523.9296875,12742.568359375,129141.96875,29049.685546875,79873.4765625
6,-7255.26806640625,83540.734375,23100.42578125,80498.515625,12699.8427734375,129273.2890625,29057.41015625,79954.5390625
7,-7098.72314453125,83606.6328125,23244.048828125,80124.8125,12758.3037109375,129247.109375,29128.935546875,79773.8203125
8,-6809.7587890625,83730.9921875,23498.681640625,79536.4921875,12896.1103515625,129070.4375,29241.326171875,79394.828125
9,-6495.90478515625,83870.8984375,23767.37890625,78956.5625,13057.9013671875,128816.765625,29352.525390625,78973.2578125
10,-6268.8349609375,83972.65625,23957.111328125,78579.8125,13179.9228515625,128568.6640625,29420.330078125,78642.8984375
0,-6244.0400390625,83984.1953125,23968.22265625,78600.3203125,13193.275390625,128427.6171875,29404.8828125,78552.015625
1,-6427.3837890625,83902.4140625,23799.373046875,79005.25,13089.5634765625,128454.125,29315.85546875,78746.6640625
2,-6746.38818359375,83763.0390625,23518.517578125,79623.65625,12905.5986328125,128638.140625,29185.01171875,79143.34375
0,-7057.71484375,83620.2734375,23252.775390625,80164.5859375,12712.2412109375,128879.2734375,29064.27734375,79545.5546875
1,-7264.23291015625,83529.859375,23084.357421875,80506.3359375,12576.15234375,129121.9375,29001.810546875,79861.5546875
2,-7282.06689453125,83527.4765625,23081.638671875,80488.359375,12543.107421875,129262.9375,29018.0703125,79951.1015625
0,-7113.93408203125,83604.7265625,23236.658203125,80109.03125,12611.2470703125,129238.2890625,29098.80078125,79770.2421875
1,-6819.15283203125,83732.5703125,23494.0546875,79502.640625,12751.0078125,129056.421875,29213.431640625,79383.765625
0,-6525.94580078125,83854.015625,23743.91796875,78932.0078125,12895.2509765625,128791.3984375,29308.03515625,78952.515625
1,-6309.65283203125,83945.1875,23922.017578125,78577.1015625,13007.4990234375,128542.9609375,29367.2109375,78626.2109375
2,-6282.330078125,83960.2578125,23935.701171875,78588.78125,13024.37890625,128407.6328125,29356.052734375,78544.2890625
3,-6460.52392578125,83885.96875,23773.625,78988.84375,12927.3427734375,128440.7265625,29273.083984375,78741.75
0,-6780.2431640625,83747.78125,23494.294921875,79619.9921875,12743.8564453125,128630.65625,29145.291015625,79146.0625
1,-7073.97509765625,83622.0859375,23245.2421875,80174.6015625,12568.474609375,128890.3359375,29042.341796875,79564.6796875
2,-7285.30908203125,83526.3828125,23070.71875,80500.65625,12425.6142578125,129122.703125,28972.9140625,79870.6640625
0,-7312.6318359375,83512.7421875,23057.271484375,80466.0859375,12381.935546875,129253.3984375,28980.783203125,79948.2421875
1,-7143.2119140625,83588.8515625,23214.533203125,80088.1484375,12451.1728515625,129233.0390625,29063.990234375,79770.046875
2,-6842.23193359375,83724.078125,23481.228515625,79493.53125,12599.46875,129061.7578125,29185.7265625,79395.96875
0,-6530.046875,83863.7421875,23749.162109375,78919.46875,12761.59375,128807.703125,29296.544921875,78974.109375
1,-6316.18505859375,83953.0546875,23924.162109375,78566.4140625,12871.93359375,128555.7421875,29354.48046875,78643.1875
0,-6301.40283203125,83958.3046875,23925.259765625,78598.9375,12877.5126953125,128418.4140625,29335.548828125,78558.9765625
1,-6490.94580078125,83876.140625,23752.40625,78989.75,12771.3212890625,128448.40625,29243.568359375,78752.671875
2,-6814.2890625,83733.6640625,23469.35546875,79598.8203125,12585.9267578125,128632.3671875,29112.580078125,79150.3515625
0,-7103.72998046875,83610.3515625,23222.44921875,80155.671875,12410.78515625,128894.8203125,29012.25390625,79574.5
1,-7305.9560546875,83523.90625,23059.275390625,80488.359375,12277.794921875,129136.71875,28954.03125,79885.203125
2,-7328.55810546875,83514.078125,23051.263671875,80448.15625,12237.978515625,129261.6484375,28963.615234375,79952.5859375
0,-7161.76123046875,83587.421875,23204.47265625,80055.9140625,12305.0703125,129229.46875,29041.341796875,79757.75
1,-6864.119140625,83718.6875,23466.923828125,79450.5703125,12449.4560546875,129048.265625,29158.9765625,79369.4140625
2,-6556.27294921875,83852.15625,23729.8984375,78883.75,12606.478515625,128791.0625,29265.978515625,78947.7421875
0,-6339.1689453125,83947.8125,23908.998046875,78534.0859375,12721.4443359375,128544.6796875,29327.490234375,78629.0703125
1,-6317.18701171875,83961.734375,23918.7734375,78570.1328125,12737.3232421875,128414.171875,29316.4765625,78555.1640625
0,-6508.06494140625,83878.2890625,23745.0625,78975.875,12630.8447265625,128443.875,29225.78125,78752.90625
1,-6833.98291015625,83732.5703125,23457.91015625,79609.59375,12441.7314453125,128634.2734375,29091.6953125,79157.5078125
2,-7123.94677734375,83609.78125,23211.95703125,80170.453125,12267.6376953125,128899.2109375,28992.369140625,79582.3203125
0,-7314.01513671875,83533.8203125,23057.98828125,80496.1328125,12145.04296875,129143.0625,28942.873046875,79893.265625
1,-7341.09912109375,83517.515625,23046.353515625,80443.203125,12099.171875,129260.6484375,28947.404296875,79954.5390625
2,-7171.01123046875,83592.7109375,23204.08984375,80049.90625,12167.501953125,129229.0390625,29028.419921875,79764.46875
0,-6879.47314453125,83715.1640625,23457.91015625,79438.6484375,12302.8291015625,129041.4453125,29137.900390625,79374.796875
1,-6569.48095703125,83852.921875,23724.60546875,78873.6875,12465.763671875,128791.15625,29249.2421875,78957.9453125
2,-6341.64794921875,83959.640625,23914.958984375,78520.2109375,12592.888671875,128555.3125,29322.103515625,78641.5703125
3,-6330.1572265625,83965.59375,23912.95703125,78549.7734375,12599.1826171875,128420.65625,29302.265625,78562.265625
4,-6527.23291015625,83878.046875,23734.380859375,78964.1953125,12488.794921875,128457.9921875,29208.568359375,78766.78125
5,-6842.0888671875,83746.4453125,23462.583984375,79597.625,12311.5068359375,128659.7890625,29087.880859375,79178.625
6,-7136.5361328125,83614.3125,23209.62109375,80122.8125,12130.404296875,128908.171875,28979.3515625,79580.5078125
7,-7342.43408203125,83520.5625,23039.296875,80421.8359375,11991.359375,129134.71875,28913.548828125,79873.6640625
8,-7359.1240234375,83512.7421875,23036.244140625,80384.453125,11955.2138671875,129262.03125,28926.994140625,79944.90625
9,-7181.501953125,83593.1875,23200.228515625,79998.7890625,12029.2197265625,129234.046875,29013.302734375,79758.6015625
10,-6877.708984375,83729.65625,23467.734375,79396.78125,12179.708984375,129055.2265625,29134.80078125,79376.703125
0,-6573.15283203125,83861.6484375,23727.658203125,78823.4296875,12334.251953125,128793.2578125,29237.75,78949.5078125
1,-6360.77001953125,83954.53125,23902.466796875,78461.609375,12448.455078125,128543.109375,29298.642578125,78626.6875
2,-6346.7978515625,83963.453125,23903.181640625,78509.53125,12457.7529296875,128413.7890625,29281.427734375,78559.6015625
0,-6545.68701171875,83874.4296875,23721.41015625,78931.625,12344.5517578125,128450.7890625,29185.298828125,78766.828125
1,-6871.3671875,83730.7578125,23437.359375,79579.8359375,12158.298828125,128653.734375,29055.884765625,79185.875
2,-7158.85205078125,83608.6875,23195.31640625,80133.640625,11987.01953125,128922.140625,28958.705078125,79606.828125
0,-7360.26806640625,83517.9453125,23028.900390625,80430.703125,11849.404296875,129150.59375,28895.810546875,79894.453125
1,-7381.296875,83505.3515625,23022.51171875,80367.671875,11808.4443359375,129265.515625,28902.677734375,79948.53125
2,-7206.5361328125,83582.359375,23182.537109375,79965.6484375,11878.6337890625,129226.125,28983.8828125,79749.546875
0,-6909.18017578125,83709.34375,23441.74609375,79355.6796875,12019.6826171875,129034.0078125,29097.845703125,79357.34375
1,-6594.419921875,83853.3984375,23712.3515625,78801.828125,12188.1494140625,128784.859375,29212.62109375,78945.5
2,-6381.84619140625,83948.671875,23888.494140625,78456.9375,12303.7822265625,128541.671875,29275.373046875,78629.0703125
0,-6372.26123046875,83954.53125,23886.4453125,78513.484375,12311.1259765625,128417.03125,29256.87109375,78570.6640625
1,-6568.81396484375,83869.0390625,23707.10546875,78944.0234375,12202.2158203125,128460.1875,29163.888671875,78786.1875
2,-6895.97216796875,83724.171875,23420.52734375,79580.7421875,12013.435546875,128654.96875,29032.423828125,79193.4609375
0,-7185.93603515625,83598.53125,23173.478515625,80131.5859375,11835.2421875,128916.1328125,28931.716796875,79610.546875
1,-7380.10400390625,83515.703125,23016.98046875,80449.109375,11706.3046875,129153.171875,28875.640625,79909.09375
0,-7400.32177734375,83500.4453125,23009.4453125,80360.8515625,11664.8212890625,129257.8359375,28880.7421875,79947.671875
1,-7219.64892578125,83583.890625,23175.671875,79952.296875,11742.1640625,129219.2109375,28968.193359375,79743.5390625
2,-6905.5078125,83726.796875,23450.900390625,79357.3984375,11900.3779296875,129039.109375,29097.08203125,79361.3984375
0,-6595.70703125,83866.609375,23716.880859375,78784.4296875,12064.3154296875,128779.5234375,29206.66015625,78937.96875
1,-6393.00390625,83953.0546875,23880.865234375,78431.234375,12169.791015625,128527.0859375,29258.873046875,78616.8671875
2,-6392.86083984375,83950.1953125,23866.94140625,78493.171875,12167.7412109375,128399.2421875,29231.693359375,78555.1640625
0,-6596.23193359375,83860.21875,23683.40625,78937.96875,12054.3974609375,128445.4453125,29136.70703125,78777.46875
1,-6914.330078125,83725.984375,23407.22265625,79584.03125,11875.4404296875,128656.78125,29015.78125,79196.2734375
2,-7204.81884765625,83599.53125,23159.697265625,80122.90625,11698.0078125,128917.7109375,28914.025390625,79606.96875
0,-7397.93798828125,83515.796875,23005.296875,80425.65625,11569.119140625,129149.1171875,28858.37890625,79895.5546875
1,-7400.083984375,83516.703125,23015.21484375,80367.765625,11542.4638671875,129269.09375,28879.072265625,79950.9140625
0,-7215.02294921875,83603.7734375,23185.20703125,79966.5546875,11623.52734375,129232.328125,28969.291015625,79751.5
1,-6911.80322265625,83737.140625,23451.044921875,79360.2578125,11772.2041015625,129043.9765625,29087.451171875,79361.875
2,-6605.005859375,83872.7578125,23713.685546875,78792.7734375,11932.326171875,128785.4375,29196.12109375,78938.4453125
0,-6404.4482421875,83956.6328125,23875.953125,78437.1484375,12035.943359375,128532.234375,29245.76171875,78613.71875
1,-6402.921875,83958.5859375,23865.46484375,78500.7578125,12039.08984375,128409.4921875,29224.4453125,78557.9296875
2,-6614.5419921875,83862.8359375,23673.966796875,78939.875,11919.880859375,128452.5078125,29123.166015625,78779.1328125
0,-6939.98388671875,83720.265625,23390.10546875,79577.21875,11732.484375,128653.2578125,28994.9453125,79192.9296875
1,-7226.7060546875,83597.1953125,23146.25,80114.8046875,11558.103515625,128916.375,28896.525390625,79607.59375
2,-7420.1591796875,83511.171875,22987.748046875,80409.25,11427.3564453125,129145.96875,28837.587890625,79893.0703125
0,-7420.8740234375,83512.796875,22999.337890625,80338.0546875,11401.55859375,129260.03125,28859.76171875,79939.0859375
1,-7235.47998046875,83597.625,23168.279296875,79928.6015625,11481.23828125,129220.546875,28948.21484375,79739.0078125
2,-6930.208984375,83731.5625,23435.166015625,79315.0078125,11631.5849609375,129029.3359375,29065.9921875,79346.7109375
3,-6626.1767578125,83864.4140625,23694.087890625,78748.90625,11789.1796875,128766.7890625,29169.849609375,78923.421875
4,-6424.0458984375,83952.8203125,23858.931640625,78412.109375,11896.9453125,128524.2265625,29224.923828125,78612.625
5,-6426.9072265625,83950.1953125,23843.48046875,78478.0625,11894.8466796875,128403.203125,29199.22265625,78557.6875
